"State...1","County","Average Income","Percent_COPD","Male 18-44","Male 45-64","Male 65+","Female 18-44","Female 45-64","Female 65+","Poverty","Encoded_Poverty","Unemployed","State...22","Area_Name","Male_Total","Female_Total","AQI","Average_Income","Income_Level","Unemployed_Level"
"Kentucky","Knott",36100,13.3,6,10.3,15.1,7.1,11.6,16.4,8164,"Low",792,"KY","Knott County, KY",31.4,35.1,49.501324153,36100,"Medium","Moderate"
"Kentucky","Knox",61264,13.4,6,10.3,15.1,7.1,11.6,16.4,16831,"Medium",413,"KY","Knox County, KY",31.4,35.1,49.501324153,61264,"High","Low"
"Kentucky","Larue",36756,9.5,6,10.3,15.1,7.1,11.6,16.4,2941,"Low",1686,"KY","Larue County, KY",31.4,35.1,49.501324153,36756,"Medium","Moderate"
"Kentucky","Laurel",34963,10.7,6,10.3,15.1,7.1,11.6,16.4,12339,"Medium",421,"KY","Laurel County, KY",31.4,35.1,49.501324153,34963,"Medium","Low"
"Kentucky","Lawrence",40560,11.9,6,10.3,15.1,7.1,11.6,16.4,407,"Very Low",139,"KY","Lawrence County, KY",31.4,35.1,49.501324153,40560,"Medium","Very Low"
"Kentucky","Lee",37353,13.8,6,10.3,15.1,7.1,11.6,16.4,3375,"Low",273,"KY","Lee County, KY",31.4,35.1,49.501324153,37353,"Medium","Very Low"
"Kentucky","Leslie",34586,12.8,6,10.3,15.1,7.1,11.6,16.4,4572,"Low",599,"KY","Leslie County, KY",31.4,35.1,49.501324153,34586,"Medium","Low"
"Kentucky","Letcher",32152,12.7,6,10.3,15.1,7.1,11.6,16.4,4854,"Low",432,"KY","Letcher County, KY",31.4,35.1,49.501324153,32152,"Medium","Low"
"Kentucky","Lewis",35071,13.5,6,10.3,15.1,7.1,11.6,16.4,5418,"Low",715,"KY","Lewis County, KY",31.4,35.1,49.501324153,35071,"Medium","Low"
"Kentucky","Lincoln",35490,10.6,6,10.3,15.1,7.1,11.6,16.4,4422,"Low",259,"KY","Lincoln County, KY",31.4,35.1,49.501324153,35490,"Medium","Very Low"
"Kentucky","Livingston",36250,9.3,6,10.3,15.1,7.1,11.6,16.4,2638,"Low",655,"KY","Livingston County, KY",31.4,35.1,49.50322878,36250,"Medium","Low"
"Kentucky","Logan",37259,9.3,6,10.3,15.1,7.1,11.6,16.4,1470,"Low",158,"KY","Logan County, KY",31.4,35.1,49.501324153,37259,"Medium","Very Low"
"Kentucky","Lyon",44001,8.4,6,10.3,15.1,7.1,11.6,16.4,4375,"Low",1991,"KY","Lyon County, KY",31.4,35.1,49.501324153,44001,"Medium","Moderate"
"Kentucky","McCracken",40156,8.4,6,10.3,15.1,7.1,11.6,16.4,2291,"Low",340,"KY","McCracken County, KY",31.4,35.1,47.721885398,40156,"Medium","Low"
"Kentucky","McCreary",38665,13.6,6,10.3,15.1,7.1,11.6,16.4,2431,"Low",220,"KY","McCreary County, KY",31.4,35.1,49.501324153,38665,"Medium","Very Low"
"Kentucky","McLean",51037,8.3,6,10.3,15.1,7.1,11.6,16.4,1124,"Low",2708,"KY","McLean County, KY",31.4,35.1,49.501324153,51037,"Medium","High"
"Kentucky","Madison",31173,8.1,6,10.3,15.1,7.1,11.6,16.4,2468,"Low",497,"KY","Madison County, KY",31.4,35.1,49.501324153,31173,"Medium","Low"
"Kentucky","Magoffin",41143,13.4,6,10.3,15.1,7.1,11.6,16.4,19324,"Medium",707,"KY","Magoffin County, KY",31.4,35.1,49.501324153,41143,"Medium","Low"
"Kentucky","Marion",40444,9.7,6,10.3,15.1,7.1,11.6,16.4,1532,"Low",890,"KY","Marion County, KY",31.4,35.1,49.501324153,40444,"Medium","Moderate"
"Kentucky","Marshall",38786,8.3,6,10.3,15.1,7.1,11.6,16.4,4604,"Low",281,"KY","Marshall County, KY",31.4,35.1,49.501324153,38786,"Medium","Very Low"
"Kentucky","Martin",40521,11.2,6,10.3,15.1,7.1,11.6,16.4,1944,"Low",533,"KY","Martin County, KY",31.4,35.1,49.501324153,40521,"Medium","Low"
"Kentucky","Mason",45603,9.4,6,10.3,15.1,7.1,11.6,16.4,9665,"Low",817,"KY","Mason County, KY",31.4,35.1,49.501324153,45603,"Medium","Moderate"
"Kentucky","Meade",32706,8.2,6,10.3,15.1,7.1,11.6,16.4,1860,"Low",196,"KY","Meade County, KY",31.4,35.1,49.501324153,32706,"Medium","Very Low"
"Kentucky","Menifee",43833,11.8,6,10.3,15.1,7.1,11.6,16.4,2283,"Low",701,"KY","Menifee County, KY",31.4,35.1,49.501324153,43833,"Medium","Low"
"Kentucky","Mercer",42902,8.3,6,10.3,15.1,7.1,11.6,16.4,11655,"Medium",305,"KY","Mercer County, KY",31.4,35.1,49.501324153,42902,"Medium","Low"
"Kentucky","Metcalfe",37480,10.2,6,10.3,15.1,7.1,11.6,16.4,3897,"Low",239,"KY","Metcalfe County, KY",31.4,35.1,49.501324153,37480,"Medium","Very Low"
"Kentucky","Monroe",39267,10.9,6,10.3,15.1,7.1,11.6,16.4,14512,"Medium",882,"KY","Monroe County, KY",31.4,35.1,49.501324153,39267,"Medium","Moderate"
"Kentucky","Montgomery",34412,9.7,6,10.3,15.1,7.1,11.6,16.4,3908,"Low",291,"KY","Montgomery County, KY",31.4,35.1,49.501324153,34412,"Medium","Very Low"
"Kentucky","Morgan",39731,11.2,6,10.3,15.1,7.1,11.6,16.4,10991,"Medium",840,"KY","Morgan County, KY",31.4,35.1,49.50016728,39731,"Medium","Moderate"
"Kentucky","Muhlenberg",39862,9.8,6,10.3,15.1,7.1,11.6,16.4,5612,"Low",1548,"KY","Muhlenberg County, KY",31.4,35.1,49.501324153,39862,"Medium","Moderate"
"Kentucky","Nelson",30828,7.6,6,10.3,15.1,7.1,11.6,16.4,3242,"Low",222,"KY","Nelson County, KY",31.4,35.1,49.501324153,30828,"Medium","Very Low"
"Kentucky","Nicholas",36600,10.9,6,10.3,15.1,7.1,11.6,16.4,19266,"Medium",653,"KY","Nicholas County, KY",31.4,35.1,49.501324153,36600,"Medium","Low"
"Kentucky","Ohio",48163,9.8,6,10.3,15.1,7.1,11.6,16.4,53728,"High",1538,"KY","Ohio County, KY",31.4,35.1,49.501324153,48163,"Medium","Moderate"
"Kentucky","Oldham",37668,5.7,6,10.3,15.1,7.1,11.6,16.4,36850,"Medium",318,"KY","Oldham County, KY",31.4,35.1,49.50165553,37668,"Medium","Low"
"Kentucky","Owen",36012,9.3,6,10.3,15.1,7.1,11.6,16.4,2048,"Low",101,"KY","Owen County, KY",31.4,35.1,49.501324153,36012,"Medium","Very Low"
"Kentucky","Owsley",67763,12.6,6,10.3,15.1,7.1,11.6,16.4,709,"Very Low",345,"KY","Owsley County, KY",31.4,35.1,49.501324153,67763,"High","Low"
"Kentucky","Pendleton",36300,9.5,6,10.3,15.1,7.1,11.6,16.4,2148,"Low",706,"KY","Pendleton County, KY",31.4,35.1,49.501324153,36300,"Medium","Low"
"Kentucky","Perry",40959,11.2,6,10.3,15.1,7.1,11.6,16.4,3415,"Low",1559,"KY","Perry County, KY",31.4,35.1,50.07970091,40959,"Medium","Moderate"
"Kentucky","Pike",46466,11.8,6,10.3,15.1,7.1,11.6,16.4,5733,"Low",364,"KY","Pike County, KY",31.4,35.1,48.022702804,46466,"Medium","Low"
"Kentucky","Powell",39236,10.1,6,10.3,15.1,7.1,11.6,16.4,5247,"Low",1846,"KY","Powell County, KY",31.4,35.1,49.501324153,39236,"Medium","Moderate"
"Kentucky","Pulaski",39793,10.3,6,10.3,15.1,7.1,11.6,16.4,84936,"High",46,"KY","Pulaski County, KY",31.4,35.1,49.064418876,39793,"Medium","Very Low"
"Kentucky","Robertson",34696,10.2,6,10.3,15.1,7.1,11.6,16.4,2417,"Low",457,"KY","Robertson County, KY",31.4,35.1,49.501324153,34696,"Medium","Low"
"Kentucky","Rockcastle",42593,11.2,6,10.3,15.1,7.1,11.6,16.4,3404,"Low",726,"KY","Rockcastle County, KY",31.4,35.1,49.501324153,42593,"Medium","Low"
"Kentucky","Rowan",38891,10.1,6,10.3,15.1,7.1,11.6,16.4,8132,"Low",490,"KY","Rowan County, KY",31.4,35.1,49.501324153,38891,"Medium","Low"
"Kentucky","Russell",37490,10.5,6,10.3,15.1,7.1,11.6,16.4,4565,"Low",1821,"KY","Russell County, KY",31.4,35.1,49.501324153,37490,"Medium","Moderate"
"Kentucky","Scott",34742,7,6,10.3,15.1,7.1,11.6,16.4,3976,"Low",1350,"KY","Scott County, KY",31.4,35.1,49.501324153,34742,"Medium","Moderate"
"Kentucky","Shelby",41984,7.5,6,10.3,15.1,7.1,11.6,16.4,16297,"Medium",604,"KY","Shelby County, KY",31.4,35.1,49.501324153,41984,"Medium","Low"
"Kentucky","Simpson",48133,8.3,6,10.3,15.1,7.1,11.6,16.4,5927,"Low",581,"KY","Simpson County, KY",31.4,35.1,49.50274803,48133,"Medium","Low"
"Kentucky","Spencer",50857,7.1,6,10.3,15.1,7.1,11.6,16.4,2855,"Low",758,"KY","Spencer County, KY",31.4,35.1,49.501324153,50857,"Medium","Low"
"Kentucky","Taylor",40588,8.6,6,10.3,15.1,7.1,11.6,16.4,75278,"High",253,"KY","Taylor County, KY",31.4,35.1,49.501324153,40588,"Medium","Very Low"
"Kentucky","Todd",51067,10.1,6,10.3,15.1,7.1,11.6,16.4,5453,"Low",407,"KY","Todd County, KY",31.4,35.1,49.501324153,51067,"Medium","Low"
"Kentucky","Trigg",39067,8.7,6,10.3,15.1,7.1,11.6,16.4,42273,"Medium",251,"KY","Trigg County, KY",31.4,35.1,49.501324153,39067,"Medium","Very Low"
"Kentucky","Trimble",41023,9,6,10.3,15.1,7.1,11.6,16.4,15052,"Medium",369,"KY","Trimble County, KY",31.4,35.1,49.501324153,41023,"Medium","Low"
"Kentucky","Union",42819,9.4,6,10.3,15.1,7.1,11.6,16.4,2658,"Low",4074,"KY","Union County, KY",31.4,35.1,49.501324153,42819,"Medium","High"
"Kentucky","Warren",44055,8,6,10.3,15.1,7.1,11.6,16.4,10976,"Medium",374,"KY","Warren County, KY",31.4,35.1,49.497169804,44055,"Medium","Low"
"Kentucky","Washington",42602,8.4,6,10.3,15.1,7.1,11.6,16.4,17350,"Medium",465,"KY","Washington County, KY",31.4,35.1,49.50186153,42602,"Medium","Low"
"Kentucky","Wayne",41280,11.4,6,10.3,15.1,7.1,11.6,16.4,2985,"Low",340,"KY","Wayne County, KY",31.4,35.1,49.501324153,41280,"Medium","Low"
"Kentucky","Webster",42690,10.1,6,10.3,15.1,7.1,11.6,16.4,7487,"Low",958,"KY","Webster County, KY",31.4,35.1,49.501324153,42690,"Medium","Moderate"
"Kentucky","Whitley",34551,10.8,6,10.3,15.1,7.1,11.6,16.4,7777,"Low",155,"KY","Whitley County, KY",31.4,35.1,49.501324153,34551,"Medium","Very Low"
"Kentucky","Wolfe",41056,15.8,6,10.3,15.1,7.1,11.6,16.4,92262,"High",725,"KY","Wolfe County, KY",31.4,35.1,49.501324153,41056,"Medium","Low"
"Kentucky","Woodford",39250,6.6,6,10.3,15.1,7.1,11.6,16.4,38985,"Medium",536,NA,NA,31.4,35.1,49.501324153,39250,"Medium","Low"
"Louisiana","Acadia",39180,9.6,6,10.3,15.1,7.1,11.6,16.4,3339,"Low",808,"LA","Acadia Parish, LA",31.4,35.1,51.316188883,39180,"Medium","Moderate"
"Louisiana","Allen",54791,8.7,6,10.3,15.1,7.1,11.6,16.4,3817,"Low",4523,"LA","Allen Parish, LA",31.4,35.1,51.316188883,54791,"Medium","High"
"Louisiana","Ascension",43949,6.2,6,10.3,15.1,7.1,11.6,16.4,24885,"Medium",927,"LA","Ascension Parish, LA",31.4,35.1,52.252737588,43949,"Medium","Moderate"
"Louisiana","Assumption",41541,9.2,6,10.3,15.1,7.1,11.6,16.4,1761,"Low",1253,"LA","Assumption Parish, LA",31.4,35.1,51.316188883,41541,"Medium","Moderate"
"Louisiana","Avoyelles",55802,10.3,6,10.3,15.1,7.1,11.6,16.4,4733,"Low",1017,"LA","Avoyelles Parish, LA",31.4,35.1,51.316188883,55802,"Medium","Moderate"
"Louisiana","Beauregard",51882,7.9,6,10.3,15.1,7.1,11.6,16.4,4300,"Low",435,"LA","Beauregard Parish, LA",31.4,35.1,51.316188883,51882,"Medium","Low"
"Louisiana","Bienville",42720,10.1,6,10.3,15.1,7.1,11.6,16.4,9531,"Low",3768,"LA","Bienville Parish, LA",31.4,35.1,51.316188883,42720,"Medium","High"
"Louisiana","Bossier",47287,7.4,6,10.3,15.1,7.1,11.6,16.4,6097,"Low",9538,"LA","Bossier Parish, LA",31.4,35.1,51.808320366,47287,"Medium","Very High"
"Louisiana","Caddo",42610,8,6,10.3,15.1,7.1,11.6,16.4,2729,"Low",9216,"LA","Caddo Parish, LA",31.4,35.1,52.236472901,42610,"Medium","Very High"
"Louisiana","Calcasieu",48586,7.4,6,10.3,15.1,7.1,11.6,16.4,3327,"Low",283,"LA","Calcasieu Parish, LA",31.4,35.1,55.30163224,48586,"Medium","Very Low"
"Louisiana","Caldwell",54770,10.2,6,10.3,15.1,7.1,11.6,16.4,6976,"Low",213,"LA","Caldwell Parish, LA",31.4,35.1,51.316188883,54770,"Medium","Very Low"
"Louisiana","Cameron",46741,8,6,10.3,15.1,7.1,11.6,16.4,21307,"Medium",259,"LA","Cameron Parish, LA",31.4,35.1,51.316188883,46741,"Medium","Very Low"
"Louisiana","Catahoula",39014,9.8,6,10.3,15.1,7.1,11.6,16.4,9377,"Low",383,"LA","Catahoula Parish, LA",31.4,35.1,51.316188883,39014,"Medium","Low"
"Louisiana","Claiborne",58070,10.9,6,10.3,15.1,7.1,11.6,16.4,10869,"Medium",597,"LA","Claiborne Parish, LA",31.4,35.1,51.316188883,58070,"Medium","Low"
"Louisiana","Concordia",41008,11,6,10.3,15.1,7.1,11.6,16.4,34095,"Medium",813,"LA","Concordia Parish, LA",31.4,35.1,51.316188883,41008,"Medium","Moderate"
"Louisiana","De Soto",40776,8.9,6,10.3,15.1,7.1,11.6,16.4,23496,"Medium",18454,"LA","De Soto Parish, LA",31.4,35.1,51.316188883,40776,"Medium","Very High"
"Louisiana","East Baton Rouge",39931,6.4,6,10.3,15.1,7.1,11.6,16.4,1293,"Low",226,"LA","East Baton Rouge Parish, LA",31.4,35.1,50.795179059,39931,"Medium","Very Low"
"Louisiana","East Carroll",47361,13.7,6,10.3,15.1,7.1,11.6,16.4,18132,"Medium",536,"LA","East Carroll Parish, LA",31.4,35.1,51.316188883,47361,"Medium","Low"
"Louisiana","East Feliciana",55045,7.5,6,10.3,15.1,7.1,11.6,16.4,4305,"Low",975,"LA","East Feliciana Parish, LA",31.4,35.1,51.316188883,55045,"Medium","Moderate"
"Louisiana","Evangeline",34664,11,6,10.3,15.1,7.1,11.6,16.4,11444,"Medium",630,"LA","Evangeline Parish, LA",31.4,35.1,51.316188883,34664,"Medium","Low"
"Louisiana","Franklin",44128,10.4,6,10.3,15.1,7.1,11.6,16.4,7909,"Low",562,"LA","Franklin Parish, LA",31.4,35.1,51.316188883,44128,"Medium","Low"
"Louisiana","Grant",38488,8.7,6,10.3,15.1,7.1,11.6,16.4,10657,"Medium",2742,"LA","Grant Parish, LA",31.4,35.1,51.316188883,38488,"Medium","High"
"Louisiana","Iberia",37497,8.5,6,10.3,15.1,7.1,11.6,16.4,8444,"Low",1414,"LA","Iberia Parish, LA",31.4,35.1,51.316188883,37497,"Medium","Moderate"
"Louisiana","Iberville",35084,8.2,6,10.3,15.1,7.1,11.6,16.4,4127,"Low",381,"LA","Iberville Parish, LA",31.4,35.1,46.847687245,35084,"Medium","Low"
"Louisiana","Jackson",42131,8.7,6,10.3,15.1,7.1,11.6,16.4,2081,"Low",20037,"LA","Jackson Parish, LA",31.4,35.1,51.316188883,42131,"Medium","Very High"
"Louisiana","Jefferson",48753,6.6,6,10.3,15.1,7.1,11.6,16.4,2268,"Low",1014,"LA","Jefferson Parish, LA",31.4,35.1,52.345268923,48753,"Medium","Moderate"
"Louisiana","Jefferson Davis",39063,8.4,6,10.3,15.1,7.1,11.6,16.4,3174,"Low",8471,"LA","Jefferson Davis Parish, LA",31.4,35.1,51.316188883,39063,"Medium","Very High"
"Louisiana","Lafayette",54778,6.7,6,10.3,15.1,7.1,11.6,16.4,15136,"Medium",2821,"LA","Lafayette Parish, LA",31.4,35.1,47.193050231,54778,"Medium","High"
"Louisiana","Lafourche",45806,8.1,6,10.3,15.1,7.1,11.6,16.4,9666,"Low",348,"LA","Lafourche Parish, LA",31.4,35.1,51.312837536,45806,"Medium","Low"
"Louisiana","LaSalle",54100,8.3,6,10.3,15.1,7.1,11.6,16.4,22937,"Medium",1384,"LA","LaSalle Parish, LA",31.4,35.1,51.316188883,54100,"Medium","Moderate"
"Louisiana","Lincoln",45827,8.1,6,10.3,15.1,7.1,11.6,16.4,3351,"Low",4609,"LA","Lincoln Parish, LA",31.4,35.1,51.316188883,45827,"Medium","High"
"Louisiana","Livingston",36817,7.2,6,10.3,15.1,7.1,11.6,16.4,6077,"Low",317,"LA","Livingston Parish, LA",31.4,35.1,46.404467588,36817,"Medium","Low"
"Louisiana","Madison",42019,10.7,6,10.3,15.1,7.1,11.6,16.4,13702,"Medium",1031,"LA","Madison Parish, LA",31.4,35.1,51.316188883,42019,"Medium","Moderate"
"Louisiana","Morehouse",45942,10.1,6,10.3,15.1,7.1,11.6,16.4,4171,"Low",1164,"LA","Morehouse Parish, LA",31.4,35.1,51.316188883,45942,"Medium","Moderate"
"Louisiana","Natchitoches",40147,8.9,6,10.3,15.1,7.1,11.6,16.4,3266,"Low",22301,"LA","Natchitoches Parish, LA",31.4,35.1,51.316188883,40147,"Medium","Very High"
"Louisiana","Orleans",41084,6.9,6,10.3,15.1,7.1,11.6,16.4,8728,"Low",5395,"LA","Orleans Parish, LA",31.4,35.1,52.559967759,41084,"Medium","High"
"Louisiana","Ouachita",44180,8.2,6,10.3,15.1,7.1,11.6,16.4,21301,"Medium",703,"LA","Ouachita Parish, LA",31.4,35.1,50.490981151,44180,"Medium","Low"
"Louisiana","Plaquemines",55577,7.7,6,10.3,15.1,7.1,11.6,16.4,2376,"Low",784,"LA","Plaquemines Parish, LA",31.4,35.1,51.316188883,55577,"Medium","Moderate"
"Louisiana","Pointe Coupee",43602,8.3,6,10.3,15.1,7.1,11.6,16.4,3209,"Low",3616,"LA","Pointe Coupee Parish, LA",31.4,35.1,51.315250536,43602,"Medium","High"
"Louisiana","Rapides",51198,8,6,10.3,15.1,7.1,11.6,16.4,7378,"Low",235,"LA","Rapides Parish, LA",31.4,35.1,51.374695998,51198,"Medium","Very Low"
"Louisiana","Red River",53594,8.8,6,10.3,15.1,7.1,11.6,16.4,5124,"Low",652,"LA","Red River Parish, LA",31.4,35.1,51.316188883,53594,"Medium","Low"
"Louisiana","Richland",49889,10.1,6,10.3,15.1,7.1,11.6,16.4,5602,"Low",542,"LA","Richland Parish, LA",31.4,35.1,51.316188883,49889,"Medium","Low"
"Louisiana","Sabine",49727,9.1,6,10.3,15.1,7.1,11.6,16.4,17548,"Medium",2085,"LA","Sabine Parish, LA",31.4,35.1,51.316188883,49727,"Medium","Moderate"
"Louisiana","St. Bernard",42760,8.4,6,10.3,15.1,7.1,11.6,16.4,9934,"Low",1982,"LA","St. Bernard Parish, LA",31.4,35.1,54.105725077,42760,"Medium","Moderate"
"Louisiana","St. Charles",41561,6.1,6,10.3,15.1,7.1,11.6,16.4,35719,"Medium",514,"LA","St. Charles Parish, LA",31.4,35.1,52.994548333,41561,"Medium","Low"
"Louisiana","St. Helena",39309,9.4,6,10.3,15.1,7.1,11.6,16.4,81334,"High",908,"LA","St. Helena Parish, LA",31.4,35.1,51.316188883,39309,"Medium","Moderate"
"Louisiana","St. James",52667,7.3,6,10.3,15.1,7.1,11.6,16.4,5419,"Low",2232,"LA","St. James Parish, LA",31.4,35.1,51.312199536,52667,"Medium","High"
"Louisiana","St. John the Baptist",45302,7,6,10.3,15.1,7.1,11.6,16.4,4449,"Low",2940,"LA","St. John the Baptist Parish, LA",31.4,35.1,51.314571953,45302,"Medium","High"
"Louisiana","St. Landry",57383,9.8,6,10.3,15.1,7.1,11.6,16.4,9212,"Low",1867,"LA","St. Landry Parish, LA",31.4,35.1,51.316188883,57383,"Medium","Moderate"
"Louisiana","St. Martin",44015,8.3,6,10.3,15.1,7.1,11.6,16.4,11243,"Medium",1865,"LA","St. Martin Parish, LA",31.4,35.1,51.314949286,44015,"Medium","Moderate"
"Louisiana","St. Mary",45077,9.1,6,10.3,15.1,7.1,11.6,16.4,11263,"Medium",8215,"LA","St. Mary Parish, LA",31.4,35.1,51.316188883,45077,"Medium","Very High"
"Louisiana","St. Tammany",42485,6.2,6,10.3,15.1,7.1,11.6,16.4,4807,"Low",5619,"LA","St. Tammany Parish, LA",31.4,35.1,51.316753786,42485,"Medium","High"
"Louisiana","Tangipahoa",44257,8.4,6,10.3,15.1,7.1,11.6,16.4,18065,"Medium",119,"LA","Tangipahoa Parish, LA",31.4,35.1,50.382213998,44257,"Medium","Very Low"
"Louisiana","Tensas",65486,10.5,6,10.3,15.1,7.1,11.6,16.4,3095,"Low",3716,"LA","Tensas Parish, LA",31.4,35.1,51.316188883,65486,"High","High"
"Louisiana","Terrebonne",43882,8.1,6,10.3,15.1,7.1,11.6,16.4,19813,"Medium",678,"LA","Terrebonne Parish, LA",31.4,35.1,50.043231998,43882,"Medium","Low"
"Louisiana","Union",44208,8.8,6,10.3,15.1,7.1,11.6,16.4,20724,"Medium",1841,"LA","Union Parish, LA",31.4,35.1,51.316188883,44208,"Medium","Moderate"
"Louisiana","Vermilion",45377,8.4,6,10.3,15.1,7.1,11.6,16.4,2154,"Low",1197,"LA","Vermilion Parish, LA",31.4,35.1,51.316188883,45377,"Medium","Moderate"
"Louisiana","Vernon",44103,7.9,6,10.3,15.1,7.1,11.6,16.4,88627,"High",1431,"LA","Vernon Parish, LA",31.4,35.1,51.316188883,44103,"Medium","Moderate"
"Louisiana","Washington",44005,9.9,6,10.3,15.1,7.1,11.6,16.4,4044,"Low",1162,"LA","Washington Parish, LA",31.4,35.1,51.316188883,44005,"Medium","Moderate"
"Louisiana","Webster",44507,10.4,6,10.3,15.1,7.1,11.6,16.4,8744,"Low",1017,"LA","Webster Parish, LA",31.4,35.1,51.316188883,44507,"Medium","Moderate"
"Louisiana","West Baton Rouge",39371,6.9,6,10.3,15.1,7.1,11.6,16.4,4608,"Low",386,"LA","West Baton Rouge Parish, LA",31.4,35.1,55.249601203,39371,"Medium","Low"
"Louisiana","West Carroll",45731,9.5,6,10.3,15.1,7.1,11.6,16.4,3511,"Low",297,"LA","West Carroll Parish, LA",31.4,35.1,51.316188883,45731,"Medium","Low"
"Louisiana","West Feliciana",51626,6.7,6,10.3,15.1,7.1,11.6,16.4,21284,"Medium",353,"LA","West Feliciana Parish, LA",31.4,35.1,51.316188883,51626,"Medium","Low"
"Louisiana","Winn",41580,9,6,10.3,15.1,7.1,11.6,16.4,14083,"Medium",267,NA,NA,31.4,35.1,51.316188883,41580,"Medium","Very Low"
"Maine","Androscoggin",42183,7.7,6,10.3,15.1,7.1,11.6,16.4,5379,"Low",1491,"ME","Androscoggin County, ME",31.4,35.1,27.533352586,42183,"Medium","Moderate"
"Maine","Aroostook",43365,8.6,6,10.3,15.1,7.1,11.6,16.4,126488,"High",7839,"ME","Aroostook County, ME",31.4,35.1,31.19123778,43365,"Medium","Very High"
"Maine","Cumberland",45865,5.2,6,10.3,15.1,7.1,11.6,16.4,18293,"Medium",774,"ME","Cumberland County, ME",31.4,35.1,44.663626223,45865,"Medium","Moderate"
"Maine","Franklin",46791,7.4,6,10.3,15.1,7.1,11.6,16.4,13454,"Medium",1483,"ME","Franklin County, ME",31.4,35.1,30.726492309,46791,"Medium","Moderate"
"Maine","Hancock",68583,6.4,6,10.3,15.1,7.1,11.6,16.4,67318,"High",2807,"ME","Hancock County, ME",31.4,35.1,21.088219251,68583,"High","High"
"Maine","Kennebec",43676,7.3,6,10.3,15.1,7.1,11.6,16.4,1601,"Low",980,"ME","Kennebec County, ME",31.4,35.1,31.602744933,43676,"Medium","Moderate"
"Maine","Knox",55551,6.5,6,10.3,15.1,7.1,11.6,16.4,75743,"High",804,"ME","Knox County, ME",31.4,35.1,30.725006207,55551,"Medium","Moderate"
"Maine","Lincoln",50123,6.2,6,10.3,15.1,7.1,11.6,16.4,7464,"Low",1572,"ME","Lincoln County, ME",31.4,35.1,30.726492309,50123,"Medium","Moderate"
"Maine","Oxford",55815,8.3,6,10.3,15.1,7.1,11.6,16.4,76268,"High",3710,"ME","Oxford County, ME",31.4,35.1,30.740602103,55815,"Medium","High"
"Maine","Penobscot",54689,7.5,6,10.3,15.1,7.1,11.6,16.4,16221,"Medium",360,"ME","Penobscot County, ME",31.4,35.1,30.391854336,54689,"Medium","Low"
"Maine","Piscataquis",42791,8.4,6,10.3,15.1,7.1,11.6,16.4,846,"Very Low",842,"ME","Piscataquis County, ME",31.4,35.1,30.726492309,42791,"Medium","Moderate"
"Maine","Sagadahoc",47264,6,6,10.3,15.1,7.1,11.6,16.4,48469,"Medium",1351,"ME","Sagadahoc County, ME",31.4,35.1,30.728766707,47264,"Medium","Moderate"
"Maine","Somerset",45626,9.2,6,10.3,15.1,7.1,11.6,16.4,39035,"Medium",947,"ME","Somerset County, ME",31.4,35.1,30.726492309,45626,"Medium","Moderate"
"Maine","Waldo",54540,7.1,6,10.3,15.1,7.1,11.6,16.4,83218,"High",774,"ME","Waldo County, ME",31.4,35.1,30.726492309,54540,"Medium","Moderate"
"Maine","Washington",43319,9,6,10.3,15.1,7.1,11.6,16.4,1277,"Low",5471,"ME","Washington County, ME",31.4,35.1,28.598417942,43319,"Medium","High"
"Maine","York",47866,6.3,6,10.3,15.1,7.1,11.6,16.4,993,"Very Low",863,NA,NA,31.4,35.1,30.727587332,47866,"Medium","Moderate"
"Maryland","Allegany",46121,7.1,6,10.3,15.1,7.1,11.6,16.4,11306,"Medium",17764,"MD","Allegany County, MD",31.4,35.1,36.36668309,46121,"Medium","Very High"
"Maryland","Anne Arundel",57737,4.7,6,10.3,15.1,7.1,11.6,16.4,4405,"Low",29779,"MD","Anne Arundel County, MD",31.4,35.1,37.605657991,57737,"Medium","Very High"
"Maryland","Baltimore",45121,5,6,10.3,15.1,7.1,11.6,16.4,2412,"Low",2493,"MD","Baltimore County, MD",31.4,35.1,43.87465305,45121,"Medium","High"
"Maryland","Calvert",72194,5,6,10.3,15.1,7.1,11.6,16.4,2204,"Low",953,"MD","Calvert County, MD",31.4,35.1,36.366793991,72194,"High","Moderate"
"Maryland","Caroline",63845,7.2,6,10.3,15.1,7.1,11.6,16.4,1146,"Low",4654,"MD","Caroline County, MD",31.4,35.1,36.36668309,63845,"High","High"
"Maryland","Carroll",67104,5,6,10.3,15.1,7.1,11.6,16.4,5522,"Low",3044,"MD","Carroll County, MD",31.4,35.1,36.368665908,67104,"High","High"
"Maryland","Cecil",47856,6.3,6,10.3,15.1,7.1,11.6,16.4,12865,"Medium",5673,"MD","Cecil County, MD",31.4,35.1,36.221436073,47856,"Medium","High"
"Maryland","Charles",65131,5,6,10.3,15.1,7.1,11.6,16.4,1673,"Low",1049,"MD","Charles County, MD",31.4,35.1,36.368348824,65131,"High","Moderate"
"Maryland","Dorchester",52796,6.8,6,10.3,15.1,7.1,11.6,16.4,24171,"Medium",7790,"MD","Dorchester County, MD",31.4,35.1,35.690212588,52796,"Medium","Very High"
"Maryland","Frederick",59941,4.6,6,10.3,15.1,7.1,11.6,16.4,5388,"Low",999,"MD","Frederick County, MD",31.4,35.1,36.368945991,59941,"Medium","Moderate"
